1,91146,46910,99163
2,163604,91528,180496
3,238738,128254,270029
4,313907,171499,343796
5,383513,203094,430098
6,451088,239510,509873
7,517183,275538,602102
8,583108,324255,687655
9,663163,366868,775871
10,745796,398922,853394
11,811405,434993,936537
12,876116,473146,1008976
13,939986,509903,1095280
14,1007012,550147,1172091
15,1075206,594091,1252944
16,1141219,628135,1342324
17,1214061,669964,1422229
18,1275996,714329,1495314
19,1342790,755304,1578740
20,1406039,790812,1653725
